5.952,0.045039
0.021487,1.0465
0.096771,0.88368
0.0080268,0.89167
0.057264,0.96734
0.07732,0.94344
0.07732,0.94344
0.07732,0.94344
0.057264,0.96734
-0.14556,1.0275
-0.1431,0.99901
-0.14749,0.98528
-0.14749,0.98528
-0.14678,1.0114
-0.14678,1.0114
-0.14678,1.0114
-0.13154,1.0286
-0.14678,1.0114
-0.14678,1.0114
-0.10241,1.0777
-0.14678,1.0114
-0.14749,0.98528
-0.14749,0.98528
-0.14678,1.0114
-0.14678,1.0114
-0.14678,1.0114
-0.14678,1.0114
-0.14678,1.0114
-0.14678,1.0114
-0.14749,0.98528
-0.14678,1.0114
-0.14678,1.0114
-0.14678,1.0114
-0.14678,1.0114
-0.095917,1.0023
-0.14678,1.0114
0.10075,0.95399
0.011382,1.1005
-0.13154,1.0286
-0.10241,1.0777
-0.14556,1.0275
-0.14749,0.98528
-0.095917,1.0023
-0.10241,1.0777
-0.13154,1.0286
-0.14678,1.0114
-0.14678,1.0114
-0.13154,1.0286
-0.13154,1.0286
-0.13154,1.0286
-0.14678,1.0114
-0.14678,1.0114
-0.10241,1.0777
-0.10241,1.0777
-0.10241,1.0777
-0.10241,1.0777
0.10259,1.0412
-0.10746,1.0476
-0.10746,1.0476
0.10259,1.0412
0.10259,1.0412
0.10259,1.0412
-0.10746,1.0476
-0.050131,1.0778
-0.017968,1.1105
-0.095917,1.0023
-0.14556,1.0275
-0.02767,0.88389
0.091492,0.94609
0.011382,1.1005
-0.13154,1.0286
-0.13154,1.0286
0.011382,1.1005
-0.13154,1.0286
-0.13154,1.0286
-0.13154,1.0286
-0.14678,1.0114
-0.14678,1.0114
-0.10241,1.0777
-0.10241,1.0777
-0.13154,1.0286
-0.14678,1.0114
-0.13154,1.0286
0.011382,1.1005
-0.10241,1.0777
-0.14678,1.0114
-0.10241,1.0777
-0.10241,1.0777
-0.14678,1.0114
-0.14678,1.0114
-0.14678,1.0114
-0.14678,1.0114
-0.14678,1.0114
0.011382,1.1005
-0.14678,1.0114
-0.12412,0.96758
-0.14678,1.0114
-0.14678,1.0114
-0.14678,1.0114
-0.14678,1.0114
-0.14678,1.0114
-0.14678,1.0114
-0.14749,0.98528
-0.14678,1.0114
0.14073,0.99432
-0.14678,1.0114
-0.10241,1.0777
-0.10241,1.0777
-0.10241,1.0777
-0.14678,1.0114
-0.14678,1.0114
-0.14749,0.98528
-0.14749,0.98528
-0.14678,1.0114
-0.14678,1.0114
-0.10241,1.0777
-0.14678,1.0114
0.057264,0.96734
-0.1431,0.99901
0.048755,0.91859
-0.035979,0.91252
-0.095917,1.0023
-0.02767,0.88389
-0.13154,1.0286
-0.15319,0.97708
0.07732,0.94344
0.07732,0.94344
0.096626,0.95487
-0.078567,0.93045
0.096626,0.95487
-0.10758,0.95259
0.096626,0.95487
-0.078567,0.93045
-0.11928,1
-0.11089,1.0002
-0.092545,1
-0.11089,1.0002
-0.11089,1.0002
-0.11089,1.0002
0.097656,1.0337
-0.097617,0.96585
-0.12014,1
-0.12014,1
-0.12014,1
